,ServicingLenderName,idservicinglender,BorrowerState,CurrentApprovalAmount_Tatal,CurrentApprovalAmount_Count,Symbol
14467,American State Bank,476,NJ,123500.0,1,0
14468,American State Bank,476,TN,118985.0,1,0
14469,American State Bank,476,WA,60133.33,3,0
14470,American State Bank,476,OH,49600.0,3,0
14471,American State Bank,476,WI,43757.0,3,0
14472,American State Bank,476,OK,36800.0,1,0
14473,American State Bank,476,FL,29156.739999999998,2,0
14474,American State Bank,476,VA,27833.0,2,0
14475,American State Bank,476,MS,24484.0,2,0
14476,American State Bank,476,KY,20833.32,1,0
14477,American State Bank,476,NC,18504.17,2,0
14478,American State Bank,476,AK,17647.0,2,0
14479,American State Bank,476,WV,9400.0,1,0
14480,American State Bank,476,LA,6436.25,1,0
14481,American State Bank,476,ND,1700.0,1,0
14482,Pioneer Bank,1139,NY,113359300.0,950,PNBI
14483,Pioneer Bank,1139,MN,103082347.29,1646,PNBI
14484,Pioneer Bank,1139,NM,67127502.85,741,PNBI
14485,Pioneer Bank,1139,VA,23954009.06,974,PNBI
14486,Pioneer Bank,1139,IA,17202692.87,265,PNBI
14487,Pioneer Bank,1139,SD,7154432.0,41,PNBI
14488,Pioneer Bank,1139,TX,4314535.77,40,PNBI
14489,Pioneer Bank,1139,NE,4023749.0,43,PNBI
14490,Pioneer Bank,1139,ME,1279700.0,4,PNBI
14491,Pioneer Bank,1139,CA,847395.0,13,PNBI
14492,Pioneer Bank,1139,ND,747800.0,5,PNBI
14493,Pioneer Bank,1139,OK,408900.0,2,PNBI
14494,Pioneer Bank,1139,NJ,396000.0,2,PNBI
14495,Pioneer Bank,1139,FL,322775.0,6,PNBI
14496,Pioneer Bank,1139,MA,174400.0,2,PNBI
14497,Pioneer Bank,1139,NV,158500.0,4,PNBI
14498,Pioneer Bank,1139,LA,105389.0,1,PNBI
14499,Pioneer Bank,1139,DC,102349.0,2,PNBI
14500,Pioneer Bank,1139,CT,97100.0,1,PNBI
14501,Pioneer Bank,1139,MD,67742.3,5,PNBI
14502,Pioneer Bank,1139,WI,61600.0,4,PNBI
14503,Pioneer Bank,1139,MI,51500.0,1,PNBI
14504,Pioneer Bank,1139,AZ,33865.0,3,PNBI
14505,Pioneer Bank,1139,CO,30978.0,6,PNBI
14506,Pioneer Bank,1139,NC,20832.0,1,PNBI
14507,Pioneer Bank,1139,IN,20800.0,1,PNBI
14508,Pioneer Bank,1139,WY,20800.0,1,PNBI
14509,Pioneer Bank,1139,DE,20392.0,1,PNBI
14510,Pioneer Bank,1139,AK,17000.0,1,PNBI
14511,Pioneer Bank,1139,PA,16500.0,2,PNBI
14512,Pioneer Bank,1139,KS,9700.0,1,PNBI
14513,Pioneer Bank,1139,OH,8300.0,1,PNBI
14514,Pioneer Bank,1139,WA,5100.0,1,PNBI
14515,Pioneer Bank,1139,TN,4600.0,1,PNBI
14516,"Dallas Capital Bank, National Association",791,TX,113295952.5,395,ZION
14517,"Dallas Capital Bank, National Association",791,IL,921537.0,1,ZION
14518,"Dallas Capital Bank, National Association",791,NC,577685.0,7,ZION
14519,"Dallas Capital Bank, National Association",791,ID,474180.0,1,ZION
14520,"Dallas Capital Bank, National Association",791,MO,234027.0,2,ZION
14521,"Dallas Capital Bank, National Association",791,AZ,166942.0,1,ZION
14522,"Dallas Capital Bank, National Association",791,CA,66241.0,3,ZION
14523,"Dallas Capital Bank, National Association",791,UT,31085.0,1,ZION
14524,"Dallas Capital Bank, National Association",791,FL,30222.0,1,ZION
14525,Riverview Bank,3647,WA,112910551.79,748,0
14526,Riverview Bank,3647,OR,54576725.3,451,0
14527,Riverview Bank,3647,AK,139980.0,1,0
14528,Riverview Bank,3647,CA,99031.0,2,0
14529,Quaint Oak Bank,1048,PA,112560699.06,1306,0
14530,Quaint Oak Bank,1048,NJ,39191070.51,243,0
14531,Quaint Oak Bank,1048,NY,17835917.78,66,0
14532,Quaint Oak Bank,1048,MD,2802984.65,31,0
14533,Quaint Oak Bank,1048,CA,2589235.52,37,0
14534,Quaint Oak Bank,1048,OH,1436312.28,24,0
14535,Quaint Oak Bank,1048,TX,1064331.08,28,0
14536,Quaint Oak Bank,1048,VA,991034.6200000001,2,0
14537,Quaint Oak Bank,1048,GA,862207.66,19,0
14538,Quaint Oak Bank,1048,DE,804794.4199999999,13,0
14539,Quaint Oak Bank,1048,MI,711475.59,4,0
14540,Quaint Oak Bank,1048,CT,380268.79,4,0
14541,Quaint Oak Bank,1048,SC,322222.19,5,0
14542,Quaint Oak Bank,1048,NC,317266.98,11,0
14543,Quaint Oak Bank,1048,FL,298394.26,8,0
14544,Quaint Oak Bank,1048,IL,279831.18,8,0
14545,Quaint Oak Bank,1048,MS,248754.57,4,0
14546,Quaint Oak Bank,1048,SD,109481.47,1,0
14547,Quaint Oak Bank,1048,WI,90411.85,4,0
14548,Quaint Oak Bank,1048,KY,81376.62,1,0
14549,Quaint Oak Bank,1048,UT,68034.92,1,0
14550,Quaint Oak Bank,1048,CO,40946.84,2,0
14551,Quaint Oak Bank,1048,MA,37375.0,1,0
14552,Quaint Oak Bank,1048,WA,32677.0,1,0
14553,Quaint Oak Bank,1048,OR,30291.14,2,0
14554,Quaint Oak Bank,1048,HI,24626.12,1,0
14555,Quaint Oak Bank,1048,NM,21326.65,1,0
14556,Quaint Oak Bank,1048,IA,19590.0,1,0
14557,Quaint Oak Bank,1048,AZ,18382.69,2,0
14558,Quaint Oak Bank,1048,TN,15125.4,1,0
14559,Quaint Oak Bank,1048,LA,10804.97,2,0
14560,Quaint Oak Bank,1048,KS,10195.82,1,0
14561,Quaint Oak Bank,1048,WY,4195.0,1,0
14562,Quaint Oak Bank,1048,DC,3986.65,1,0
14563,First Palmetto Bank,2805,SC,112373514.97,1709,0
14564,First Palmetto Bank,2805,NC,4235457.03,33,0
14565,First Palmetto Bank,2805,NY,1765428.3699999999,10,0
14566,First Palmetto Bank,2805,GA,407262.91,13,0
14567,First Palmetto Bank,2805,CT,351733.07,4,0
14568,First Palmetto Bank,2805,WV,287540.05000000005,2,0
14569,First Palmetto Bank,2805,FL,219702.74,6,0
14570,First Palmetto Bank,2805,ME,202642.0,1,0
14571,First Palmetto Bank,2805,TX,131913.53,4,0
14572,First Palmetto Bank,2805,AZ,57333.33,2,0
14573,First Palmetto Bank,2805,NV,31271.0,1,0
14574,First Palmetto Bank,2805,IN,5797.12,1,0
14575,First Palmetto Bank,2805,UT,5208.33,1,0
14576,First Palmetto Bank,2805,CA,2767.7,1,0
14577,First Palmetto Bank,2805,CO,1879.17,1,0
14578,Platinum Bank,785,MN,112225766.55,352,0
14579,Platinum Bank,785,NY,1617600.0,3,0
14580,Platinum Bank,785,IA,1451935.0,2,0
14581,Platinum Bank,785,WI,1450377.65,14,0
14582,Platinum Bank,785,FL,1441559.52,7,0
14583,Platinum Bank,785,CA,641197.0,3,0
14584,Platinum Bank,785,MD,581900.0,1,0
14585,Platinum Bank,785,NC,507300.0,1,0
14586,Platinum Bank,785,TX,372102.0,8,0
14587,Platinum Bank,785,NJ,278659.45,2,0
14588,Platinum Bank,785,AZ,183400.0,1,0
14589,Platinum Bank,785,NV,151627.5,2,0
14590,Platinum Bank,785,GA,45272.0,2,0
14591,Platinum Bank,785,TN,13742.67,2,0
14592,Synergy Bank,2569,LA,112138120.0,1577,0
14593,Synergy Bank,2569,MS,129400.0,1,0
14594,Synergy Bank,2569,TX,102800.0,4,0
14595,Synergy Bank,2569,ND,36000.0,1,0
14596,Synergy Bank,2569,GA,19600.0,1,0
14597,Synergy Bank,2569,TN,10900.0,3,0
14598,Harmony Bank,569,TX,111870756.22,1260,0
14599,Harmony Bank,569,CA,3508415.52,15,0
14600,Harmony Bank,569,AZ,3138800.0,2,0
14601,Harmony Bank,569,FL,1242700.0,3,0
14602,Harmony Bank,569,MN,989900.0,2,0
14603,Harmony Bank,569,OH,827600.0,3,0
14604,Harmony Bank,569,NM,297200.0,2,0
14605,Harmony Bank,569,MA,149116.8,1,0
14606,Harmony Bank,569,DC,112587.5,3,0
14607,Harmony Bank,569,WA,100330.0,1,0
14608,Harmony Bank,569,CO,57000.0,2,0
14609,Harmony Bank,569,ID,31368.5,1,0
14610,Harmony Bank,569,NE,14900.0,1,0
14611,Harmony Bank,569,MD,4218.12,1,0
14612,Harmony Bank,569,GA,700.0,1,0
14613,"Heritage Bank, Inc.",268,KY,111682251.61,1426,TSLA
14614,"Heritage Bank, Inc.",268,OH,51655468.34,443,TSLA
14615,"Heritage Bank, Inc.",268,FL,994954.52,5,TSLA
14616,"Heritage Bank, Inc.",268,AL,793000.0,2,TSLA
14617,"Heritage Bank, Inc.",268,PA,354150.0,3,TSLA
14618,"Heritage Bank, Inc.",268,UT,187487.0,2,TSLA
14619,"Heritage Bank, Inc.",268,TN,72707.0,2,TSLA
14620,"Heritage Bank, Inc.",268,MI,71500.0,2,TSLA
14621,"Heritage Bank, Inc.",268,TX,2600.82,1,TSLA
14622,Bank of Clarke,1479,VA,111558264.0,1264,0
14623,Bank of Clarke,1479,NC,2932678.0,8,0
14624,Bank of Clarke,1479,NY,2517475.0,7,0
14625,Bank of Clarke,1479,DC,2095118.0,21,0
14626,Bank of Clarke,1479,PA,1994770.0,3,0
14627,Bank of Clarke,1479,WV,1372448.0,34,0
14628,Bank of Clarke,1479,MD,1046911.0,21,0
14629,Bank of Clarke,1479,NJ,619200.0,5,0
14630,Bank of Clarke,1479,FL,285443.0,2,0
14631,Bank of Clarke,1479,CA,154400.0,2,0
14632,Bank of Clarke,1479,LA,54200.0,1,0
14633,Bank of Clarke,1479,SC,26407.0,2,0
14634,The First National Bank of South Miami,1230,FL,111537030.63,829,0
14635,The First National Bank of South Miami,1230,IL,2016035.0,14,0
14636,The First National Bank of South Miami,1230,NY,1866933.0,6,0
14637,The First National Bank of South Miami,1230,GA,952242.0,6,0
14638,The First National Bank of South Miami,1230,NC,281161.0,7,0
14639,The First National Bank of South Miami,1230,CA,268587.0,2,0
14640,The First National Bank of South Miami,1230,CO,91515.0,1,0
14641,The First National Bank of South Miami,1230,VI,49063.0,1,0
14642,The First National Bank of South Miami,1230,NJ,35894.0,2,0
14643,BAC Community Bank,858,CA,111516853.0,766,0
14644,BAC Community Bank,858,MT,51104.0,2,0
14645,BAC Community Bank,858,TN,1243.0,1,0
14646,21st Century Bank,1611,MN,111465378.32,1008,0
14647,21st Century Bank,1611,FL,1740600.0,3,0
14648,21st Century Bank,1611,WI,1438580.28,10,0
14649,21st Century Bank,1611,OR,283000.0,1,0
14650,21st Century Bank,1611,WA,231100.0,2,0
14651,21st Century Bank,1611,MI,124000.0,1,0
14652,21st Century Bank,1611,CA,75100.0,3,0
14653,21st Century Bank,1611,TN,43300.0,2,0
14654,"Fidelity Bank, National Association",1049,KS,111176100.46,647,ZION
14655,"Fidelity Bank, National Association",1049,OK,32389155.04,290,ZION
14656,"Fidelity Bank, National Association",1049,CA,1264423.0,6,ZION
14657,"Fidelity Bank, National Association",1049,MO,908470.5,6,ZION
14658,"Fidelity Bank, National Association",1049,TX,866880.0,3,ZION
14659,"Fidelity Bank, National Association",1049,CO,263748.3,5,ZION
14660,"Fidelity Bank, National Association",1049,NY,112214.0,2,ZION
14661,"Fidelity Bank, National Association",1049,FL,61444.0,2,ZION
14662,"Fidelity Bank, National Association",1049,NJ,41665.0,2,ZION
14663,"Fidelity Bank, National Association",1049,NV,40087.5,6,ZION
14664,"Fidelity Bank, National Association",1049,NC,20832.0,1,ZION
14665,"Fidelity Bank, National Association",1049,PA,2200.0,1,ZION
14666,"Compeer Financial, ACA",1303,IL,111162027.78,3459,ACA
14667,"Compeer Financial, ACA",1303,WI,106088921.44,3372,ACA
14668,"Compeer Financial, ACA",1303,MN,96895752.17,3298,ACA
14669,"Compeer Financial, ACA",1303,TN,4146424.0,2,ACA
14670,"Compeer Financial, ACA",1303,NE,2574175.02,5,ACA
14671,"Compeer Financial, ACA",1303,OH,2394629.13,6,ACA
14672,"Compeer Financial, ACA",1303,IN,1667511.3,12,ACA
14673,"Compeer Financial, ACA",1303,IA,1209394.73,37,ACA
14674,"Compeer Financial, ACA",1303,CO,806618.82,1,ACA
14675,"Compeer Financial, ACA",1303,SD,303646.91,14,ACA
14676,"Compeer Financial, ACA",1303,MO,182948.18,9,ACA
14677,"Compeer Financial, ACA",1303,HI,71452.5,2,ACA
14678,"Compeer Financial, ACA",1303,NY,49416.65,1,ACA
14679,"Compeer Financial, ACA",1303,TX,47203.94,4,ACA
14680,"Compeer Financial, ACA",1303,MA,42354.8,2,ACA
14681,"Compeer Financial, ACA",1303,FL,32635.82,2,ACA
14682,"Compeer Financial, ACA",1303,AZ,20833.32,1,ACA
14683,"Compeer Financial, ACA",1303,MI,15042.5,1,ACA
14684,"Compeer Financial, ACA",1303,ND,14441.65,1,ACA
14685,"Compeer Financial, ACA",1303,NC,11984.15,3,ACA
14686,"Compeer Financial, ACA",1303,AL,5310.82,1,ACA
14687,Consumers National Bank,3488,OH,111055036.98,1521,0
14688,Consumers National Bank,3488,PA,1214600.0,14,0
14689,Consumers National Bank,3488,VA,814000.0,1,0
14690,Consumers National Bank,3488,WV,525900.0,5,0
14691,Consumers National Bank,3488,FL,211700.0,2,0
14692,Consumers National Bank,3488,TN,53200.0,3,0
14693,Consumers National Bank,3488,NH,23700.0,1,0
14694,Consumers National Bank,3488,CA,20900.0,2,0
14695,Consumers National Bank,3488,AZ,20800.0,1,0
14696,Consumers National Bank,3488,GA,20300.0,2,0
14697,Fidelity Bank & Trust,1893,IA,111048832.58,3690,0
14698,Fidelity Bank & Trust,1893,WI,3615916.13,98,0
14699,Fidelity Bank & Trust,1893,IL,2725734.0,63,0
14700,Fidelity Bank & Trust,1893,CO,111400.0,1,0
14701,Fidelity Bank & Trust,1893,MN,55565.0,6,0
14702,Fidelity Bank & Trust,1893,CA,50532.0,4,0
14703,Fidelity Bank & Trust,1893,VA,20832.0,1,0
14704,Fidelity Bank & Trust,1893,FL,9300.0,1,0
14705,Fidelity Bank & Trust,1893,TN,470.0,1,0
14706,Pacific West Bank,1064,OR,111018867.6,622,0
14707,Pacific West Bank,1064,WA,11710675.15,34,0
14708,Pacific West Bank,1064,CA,1396864.78,8,0
14709,Pacific West Bank,1064,ID,441630.0,1,0
14710,Pacific West Bank,1064,CO,235822.0,1,0
14711,Pacific West Bank,1064,AZ,75217.15999999999,2,0
14712,Pacific West Bank,1064,MI,60843.0,1,0
14713,Pacific West Bank,1064,OH,24916.45,1,0
14714,Pacific West Bank,1064,UT,15339.0,1,0
14715,Pacific West Bank,1064,VA,4166.65,1,0
14716,New Valley Bank & Trust,626,MA,110833733.92,720,0
14717,New Valley Bank & Trust,626,CT,21623328.06,165,0
14718,New Valley Bank & Trust,626,NY,4611168.75,47,0
14719,New Valley Bank & Trust,626,CO,962657.7,2,0
14720,New Valley Bank & Trust,626,RI,908600.0,1,0
14721,New Valley Bank & Trust,626,AZ,825807.0,1,0
14722,New Valley Bank & Trust,626,GA,634997.0,2,0
14723,New Valley Bank & Trust,626,FL,590674.06,12,0
14724,New Valley Bank & Trust,626,VT,298320.29000000004,3,0
14725,New Valley Bank & Trust,626,TX,226578.27,5,0
14726,New Valley Bank & Trust,626,CA,197311.7,6,0
14727,New Valley Bank & Trust,626,NH,105428.57,4,0
14728,New Valley Bank & Trust,626,LA,101175.91,8,0
14729,New Valley Bank & Trust,626,NJ,86214.45,5,0
14730,New Valley Bank & Trust,626,SC,81650.42,6,0
14731,New Valley Bank & Trust,626,MD,44648.75,1,0
14732,New Valley Bank & Trust,626,KS,10000.0,1,0
14733,New Valley Bank & Trust,626,TN,905.0,1,0
14734,The Yellowstone Bank,688,MT,110766344.12,1598,0
14735,The Yellowstone Bank,688,WY,2643095.38,22,0
14736,The Yellowstone Bank,688,MN,1308692.3199999998,2,0
14737,The Yellowstone Bank,688,ND,1058882.86,33,0
14738,The Yellowstone Bank,688,AZ,773240.0,3,0
14739,The Yellowstone Bank,688,WA,505700.0,6,0
14740,The Yellowstone Bank,688,CO,423956.48,4,0
14741,The Yellowstone Bank,688,UT,127169.0,3,0
14742,The Yellowstone Bank,688,NV,90500.0,1,0
14743,The Yellowstone Bank,688,NY,41733.0,2,0
14744,The Yellowstone Bank,688,SD,41358.53,4,0
14745,The Yellowstone Bank,688,CA,33617.0,3,0
14746,The Yellowstone Bank,688,IL,20800.0,1,0
14747,The Yellowstone Bank,688,VA,20800.0,1,0
14748,The Yellowstone Bank,688,FL,10100.0,1,0
14749,Mountain Pacific Bank,1882,WA,110760177.55,852,0
14750,Mountain Pacific Bank,1882,OR,1207963.22,2,0
14751,Mountain Pacific Bank,1882,ID,372209.97,4,0
14752,Mountain Pacific Bank,1882,AK,254242.89,6,0
14753,Mountain Pacific Bank,1882,HI,191435.0,1,0
14754,Mountain Pacific Bank,1882,AZ,153124.12,2,0
14755,Mountain Pacific Bank,1882,CA,126618.32,3,0
14756,Mountain Pacific Bank,1882,TN,58358.4,1,0
14757,Mountain Pacific Bank,1882,UT,12320.0,1,0
14758,Southern Michigan Bank & Trust,1864,MI,110624894.56,1407,0
14759,Southern Michigan Bank & Trust,1864,PA,5051716.0,6,0
14760,Southern Michigan Bank & Trust,1864,IN,3270859.0,20,0
14761,Southern Michigan Bank & Trust,1864,WA,1712326.0,4,0
14762,Southern Michigan Bank & Trust,1864,NC,252452.0,1,0
14763,Southern Michigan Bank & Trust,1864,GA,191792.0,1,0
14764,Southern Michigan Bank & Trust,1864,OH,92541.0,6,0
14765,Southern Michigan Bank & Trust,1864,NY,36435.0,2,0
14766,Southern Michigan Bank & Trust,1864,FL,30226.0,2,0
14767,Southern Michigan Bank & Trust,1864,IL,21667.0,2,0
14768,Southern Michigan Bank & Trust,1864,TN,20832.0,1,0
14769,Southern Michigan Bank & Trust,1864,WY,19200.0,1,0
14770,Southern Michigan Bank & Trust,1864,TX,8103.0,1,0
14771,Uwharrie Bank,868,NC,110023915.19,1924,0
14772,Uwharrie Bank,868,CA,8698558.47,26,0
14773,Uwharrie Bank,868,SC,2582921.51,43,0
14774,Uwharrie Bank,868,TN,2037236.33,14,0
14775,Uwharrie Bank,868,MD,1199785.0,2,0
14776,Uwharrie Bank,868,VA,555146.4,9,0
14777,Uwharrie Bank,868,KY,507329.87,8,0
14778,Uwharrie Bank,868,FL,431323.68,14,0
14779,Uwharrie Bank,868,GA,422773.22000000003,8,0
14780,Uwharrie Bank,868,IN,153847.1,3,0
14781,Uwharrie Bank,868,WV,125814.0,2,0
14782,Uwharrie Bank,868,IL,117579.0,2,0
14783,Uwharrie Bank,868,UT,116912.0,4,0
14784,Uwharrie Bank,868,NY,81032.77,8,0
14785,Uwharrie Bank,868,NV,76573.45,2,0
14786,Uwharrie Bank,868,OH,38357.81,2,0
14787,Uwharrie Bank,868,MS,32064.0,2,0
14788,Uwharrie Bank,868,MI,26097.5,1,0
14789,Uwharrie Bank,868,TX,20833.33,1,0
14790,Uwharrie Bank,868,OR,20833.0,1,0
14791,Uwharrie Bank,868,WY,20832.0,1,0
14792,Uwharrie Bank,868,LA,19337.0,1,0
14793,Uwharrie Bank,868,AZ,17292.0,1,0
14794,Uwharrie Bank,868,AR,14073.0,1,0
14795,Uwharrie Bank,868,PA,13942.0,1,0
14796,Guaranty Bank & Trust Company,140,MS,109930039.04,2035,0
14797,Guaranty Bank & Trust Company,140,TN,77174114.53,706,0
14798,Guaranty Bank & Trust Company,140,SC,4324000.0,2,0
14799,Guaranty Bank & Trust Company,140,AL,2782117.77,9,0
14800,Guaranty Bank & Trust Company,140,AR,2603864.68,29,0
14801,Guaranty Bank & Trust Company,140,LA,1713656.32,21,0
14802,Guaranty Bank & Trust Company,140,GA,1438252.1,3,0
14803,Guaranty Bank & Trust Company,140,NC,971063.65,2,0
14804,Guaranty Bank & Trust Company,140,TX,625933.29,15,0
14805,Guaranty Bank & Trust Company,140,FL,105846.64,4,0
14806,Guaranty Bank & Trust Company,140,OH,99400.0,2,0
14807,Guaranty Bank & Trust Company,140,IN,81752.58,3,0
14808,Guaranty Bank & Trust Company,140,CO,74527.2,1,0
14809,Guaranty Bank & Trust Company,140,IA,31200.0,1,0
14810,Guaranty Bank & Trust Company,140,CA,19158.65,1,0
14811,Guaranty Bank & Trust Company,140,MO,12437.5,1,0
14812,Guaranty Bank & Trust Company,140,PA,10868.12,1,0
14813,Guaranty Bank & Trust Company,140,AZ,10200.0,1,0
14814,Sound Community Bank,86,WA,109807359.57,1479,0
14815,Sound Community Bank,86,CA,7683344.42,11,0
14816,Sound Community Bank,86,AK,790063.0,6,0
14817,Sound Community Bank,86,NV,169661.57,4,0
14818,Sound Community Bank,86,DC,111730.0,2,0
14819,Sound Community Bank,86,OR,60010.0,3,0
14820,Sound Community Bank,86,TN,36700.0,1,0
14821,Sound Community Bank,86,VA,20833.32,1,0
14822,Sound Community Bank,86,ID,8102.5,1,0
14823,Sound Community Bank,86,NY,6000.0,1,0
14824,Sound Community Bank,86,IL,2500.0,1,0
14825,Cashmere Valley Bank,4023,WA,109781817.41,1473,CSHX
14826,Cashmere Valley Bank,4023,OR,79344.73999999999,4,CSHX
14827,Cashmere Valley Bank,4023,TN,45515.0,1,CSHX
14828,Cashmere Valley Bank,4023,TX,12847.0,1,CSHX
14829,Cashmere Valley Bank,4023,UT,7500.0,1,CSHX
14830,Cashmere Valley Bank,4023,AZ,4937.0,1,CSHX
14831,Notre Dame FCU,576,CA,109418433.26,391,0
14832,Notre Dame FCU,576,IN,40422099.96,705,0
14833,Notre Dame FCU,576,AZ,26703866.84,175,0
14834,Notre Dame FCU,576,CO,15806157.29,92,0
14835,Notre Dame FCU,576,MI,15170714.21,138,0
14836,Notre Dame FCU,576,OH,10781163.62,11,0
14837,Notre Dame FCU,576,NY,4234585.0,10,0
14838,Notre Dame FCU,576,NM,3027032.39,63,0
14839,Notre Dame FCU,576,WI,2519382.5,8,0
14840,Notre Dame FCU,576,IL,2115271.69,63,0
14841,Notre Dame FCU,576,GA,1160533.33,8,0
14842,Notre Dame FCU,576,NV,1013997.47,10,0
14843,Notre Dame FCU,576,WY,742400.0,2,0
14844,Notre Dame FCU,576,TX,638150.07,23,0
14845,Notre Dame FCU,576,VA,548016.3200000001,2,0
14846,Notre Dame FCU,576,FL,243369.47,13,0
14847,Notre Dame FCU,576,PA,216988.21,3,0
14848,Notre Dame FCU,576,NJ,66737.5,3,0
14849,Notre Dame FCU,576,WA,32500.0,1,0
14850,Notre Dame FCU,576,DE,21300.0,2,0
14851,Notre Dame FCU,576,MD,18300.0,1,0
14852,Notre Dame FCU,576,NC,17545.0,3,0
14853,Notre Dame FCU,576,TN,16200.0,1,0
14854,Notre Dame FCU,576,MT,8700.0,1,0
14855,Notre Dame FCU,576,MO,8000.0,1,0
14856,Notre Dame FCU,576,HI,4500.0,1,0
14857,Notre Dame FCU,576,OR,3400.0,1,0
14858,Notre Dame FCU,576,OK,1400.0,1,0
14859,Bank of Guam,908,GU,109418101.41,1032,0
14860,Bank of Guam,908,CA,23791267.3,169,0
14861,Bank of Guam,908,MP,15853134.0,209,0
14862,Bank of Guam,908,KS,396103.14,2,0
14863,Bank of Guam,908,OR,218665.0,1,0
14864,Bank of Guam,908,GA,148952.08000000002,2,0
14865,Bank of Guam,908,NY,103058.67,1,0
14866,Bank of Guam,908,ID,90243.57,1,0
14867,Bank of Guam,908,HI,41666.66,2,0
14868,Bank of Guam,908,NV,20833.32,1,0
14869,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,CA,109171475.0,1742,0
14870,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,TX,74778092.0,1053,0
14871,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,FL,62904827.0,1592,0
14872,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,NY,42018690.58,1066,0
14873,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,GA,38330614.0,881,0
14874,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,IL,17107955.0,455,0
14875,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,NC,14003254.0,279,0
14876,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,MI,11916067.0,223,0
14877,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,UT,10826025.0,71,0
14878,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,NJ,8832693.0,255,0
14879,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,OH,8827025.0,264,0
14880,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,AZ,7946938.0,228,0
14881,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,PA,7688114.0,258,0
14882,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,SC,7387177.0,216,0
14883,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,IN,7315355.0,97,0
14884,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,WA,7090473.0,174,0
14885,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,LA,6944978.0,211,0
14886,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,AL,6360376.0,177,0
14887,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,NV,6258449.0,136,0
14888,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,VA,5810209.0,193,0
14889,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,MA,5619049.0,156,0
14890,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,MD,5164684.0,194,0
14891,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,CO,4637400.0,139,0
14892,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,TN,4472501.0,174,0
14893,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,MS,3934866.0,97,0
14894,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,KY,3795783.0,45,0
14895,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,OR,3460557.0,78,0
14896,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,MN,3436132.0,57,0
14897,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,MO,3048889.0,77,0
14898,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,CT,2681849.0,101,0
14899,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,NM,2492057.0,23,0
14900,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,KS,1882285.0,24,0
14901,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,DC,1731837.0,39,0
14902,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,WI,1275216.0,65,0
14903,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,SD,1122949.0,4,0
14904,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,OK,1088573.0,31,0
14905,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,NH,1058658.0,26,0
14906,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,AR,727761.0,41,0
14907,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,AK,697775.0,13,0
14908,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,DE,543132.0,23,0
14909,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,IA,451399.0,14,0
14910,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,RI,341656.0,19,0
14911,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,HI,341265.0,19,0
14912,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,ID,320010.0,14,0
14913,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,NE,184012.0,19,0
14914,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",299,ME,173754.0,8,0
